126,177,Plan Renewal,2021-09-19 09:27:28,The Netherlands,5
127,472,Plan Renewal,2021-12-14 11:04:08,The Netherlands,14
128,3173,New Sub,2019-10-17 02:36:49,France,0
129,445,Plan Renewal,2020-12-01 10:21:55,The Netherlands,8
130,425,Plan Renewal,2018-02-21 13:12:45,Poland,3
131,2946,Plan Renewal,2019-02-06 11:52:12,France,10
132,2746,Plan Renewal,2018-08-06 10:31:55,Belgium,11
133,2050,Plan Renewal,2020-07-05 15:28:09,Austria,0
134,2443,Plan Renewal,2018-12-08 00:31:20,France,6
135,542,Plan Renewal,2021-11-25 16:51:04,France,7
136,430,Plan Renewal,2019-04-16 14:25:06,Austria,9
137,579,Data Add-on,2021-11-03 23:42:16,France,5
138,832,Plan Renewal,2019-02-22 22:54:05,The Netherlands,7
139,1058,Plan Renewal,2021-01-06 01:25:27,Germany,11
140,3174,New Sub,2021-09-21 17:58:53,Poland,15
141,2382,Plan Renewal,2021-08-06 00:27:26,Austria,8
142,1357,Plan Renewal,2021-06-07 00:35:19,The Netherlands,12
143,2822,Plan Renewal,2021-03-05 18:10:56,The Netherlands,2
144,2856,Data Add-on,2022-01-04 12:04:34,The Netherlands,2
145,3175,New Sub,2021-01-23 02:04:13,Belgium,13
146,164,New Plan,2020-12-17 03:46:16,France,10
147,2431,Plan Renewal,2021-03-27 01:51:07,Belgium,10
148,762,Data Add-on,2018-05-19 14:06:32,Belgium,9
149,2193,Plan Renewal,2018-10-15 18:32:05,The Netherlands,14
150,2943,New Plan,2018-12-20 03:36:23,Germany,14
151,1505,Plan Renewal,2019-03-17 22:30:28,Austria,13
152,3176,New Sub,2020-09-27 20:49:58,Austria,15
153,234,Plan Renewal,2020-10-11 17:41:38,Poland,0
154,1014,Plan Renewal,2018-01-13 11:15:27,Austria,3
155,2830,Plan Renewal,2021-05-31 20:54:32,Germany,8
156,697,Plan Renewal,2018-08-09 06:40:58,France,2
157,350,Plan Renewal,2019-06-23 12:04:12,Germany,4
158,3177,New Sub,2019-05-21 05:41:12,Germany,9
159,3178,New Sub,2019-05-20 15:07:48,Belgium,15
160,2444,Data Add-on,2020-08-03 18:14:23,Belgium,4
161,2039,Plan Renewal,2021-09-23 21:55:39,Poland,0
162,1937,Plan Renewal,2018-06-18 11:45:32,Germany,10
163,3179,New Sub,2021-11-27 17:54:40,Poland,2
164,2806,Plan Renewal,2018-10-02 05:54:18,France,4
165,1656,Plan Renewal,2021-08-11 21:03:42,Poland,0
166,2723,Plan Renewal,2020-04-02 08:02:13,France,12
167,1001,Plan Renewal,2021-05-18 00:39:45,Austria,14
168,2331,Plan Renewal,2018-04-15 09:32:56,Poland,4
169,379,Plan Renewal,2020-03-20 12:59:27,Poland,5
170,1602,Plan Renewal,2018-08-04 13:19:20,The Netherlands,8
171,1616,Data Add-on,2021-06-21 16:41:28,Germany,6
172,1530,Plan Renewal,2018-10-12 09:15:36,France,3
173,3041,Plan Renewal,2021-12-05 03:04:28,France,3
174,1073,Plan Renewal,2018-09-29 03:15:33,Germany,9
175,3180,New Sub,2018-03-13 20:09:25,Belgium,11
176,3079,Plan Renewal,2018-09-29 08:08:59,Germany,2
177,3181,New Sub,2019-04-20 18:09:54,Belgium,5
178,2201,Plan Renewal,2018-06-14 09:17:24,The Netherlands,9
179,2814,Data Add-on,2020-03-21 03:43:22,Germany,5
180,1827,New Plan,2018-02-24 14:48:47,Germany,0
181,408,Plan Renewal,2020-04-15 06:18:43,France,9
182,2007,Data Add-on,2021-06-27 21:02:12,Belgium,9
183,1967,Data Add-on,2018-07-28 17:17:38,Poland,3
184,1061,Plan Renewal,2020-04-03 15:43:41,The Netherlands,5
185,1228,Plan Renewal,2021-12-10 06:32:26,Germany,2
186,530,Plan Renewal,2018-06-11 09:29:05,Austria,15
187,2460,Plan Renewal,2020-01-17 17:54:44,Austria,6
188,1886,Plan Renewal,2021-10-30 23:39:27,Poland,12
189,3182,New Sub,2020-12-05 02:17:29,Belgium,2
190,1575,Plan Renewal,2020-03-18 06:02:22,Belgium,4
191,3183,New Sub,2019-07-24 09:56:47,The Netherlands,13
192,3151,Plan Renewal,2020-11-06 06:31:49,Poland,1
193,2398,Plan Renewal,2019-02-21 16:39:04,The Netherlands,5
194,3013,Plan Renewal,2020-09-21 09:29:11,Germany,8
195,3184,New Sub,2020-12-11 23:18:03,France,4
196,1943,Plan Renewal,2021-07-20 09:04:14,Poland,9
197,2679,Data Add-on,2019-04-21 02:15:43,Germany,11
198,3185,New Sub,2020-10-02 15:59:12,Poland,6
199,2968,Plan Renewal,2018-10-20 17:38:13,Germany,8
200,2548,Data Add-on,2020-12-05 23:11:15,Poland,12
201,1063,Data Add-on,2021-10-05 11:50:14,Germany,6
202,3186,New Sub,2018-11-19 21:47:59,Belgium,5
203,2490,Plan Renewal,2018-09-19 00:59:38,Germany,15
204,1410,Plan Renewal,2018-12-04 09:46:50,Germany,13
205,277,Plan Renewal,2020-11-19 17:34:09,Austria,3
206,3187,New Sub,2019-04-21 03:42:54,France,9
207,464,Data Add-on,2021-02-13 12:24:12,The Netherlands,2
208,392,New Plan,2021-11-08 17:01:39,Poland,5
209,3188,New Sub,2019-06-23 06:29:46,Germany,8
210,64,Plan Renewal,2018-11-27 17:39:30,The Netherlands,2
211,194,Plan Renewal,2020-08-06 00:06:18,France,8
212,2143,Plan Renewal,2021-03-11 14:24:19,Belgium,8
213,947,Data Add-on,2019-04-22 06:18:32,Austria,4
214,2551,Data Add-on,2020-01-25 22:20:34,Austria,12
215,3189,New Sub,2021-03-05 21:50:24,The Netherlands,10
216,3056,Plan Renewal,2019-08-28 18:56:09,Germany,11
217,1631,Plan Renewal,2019-01-30 17:25:47,Germany,12
218,3190,New Sub,2020-05-28 13:48:05,Germany,11
219,2560,Data Add-on,2021-01-07 23:32:22,The Netherlands,13
220,1512,SIM Change,2018-05-31 17:08:58,Germany,9
221,2309,SIM Change,2018-06-26 09:06:59,Germany,5
222,3072,Plan Renewal,2020-11-14 17:28:45,Germany,12
223,2563,Plan Renewal,2021-11-19 17:34:38,Belgium,14
224,1720,Plan Renewal,2019-09-08 15:38:40,France,7
225,525,Plan Renewal,2021-09-14 17:47:59,France,9
226,414,Plan Renewal,2020-10-30 08:23:54,Belgium,5
227,3191,New Sub,2019-01-12 15:41:50,The Netherlands,14
228,2680,Plan Renewal,2020-02-25 09:57:22,Germany,10
229,192,Plan Renewal,2018-08-13 02:56:13,Poland,3
230,3192,New Sub,2021-04-27 16:38:48,France,6
231,3193,New Sub,2019-06-24 20:25:15,Poland,4
232,3194,New Sub,2019-04-23 01:11:51,The Netherlands,12
233,232,Plan Renewal,2019-03-31 13:16:43,France,1
234,2849,Data Add-on,2020-09-05 09:23:15,The Netherlands,7
235,2180,Plan Renewal,2021-03-21 05:59:33,The Netherlands,5
236,3195,New Sub,2021-05-17 01:35:03,Germany,14
237,481,Plan Renewal,2019-05-01 09:54:53,Germany,4
238,1359,Plan Renewal,2019-04-29 10:41:16,France,1
239,2255,New Plan,2018-08-04 16:14:41,The Netherlands,11
240,3196,New Sub,2021-10-27 06:16:26,The Netherlands,8
241,2841,Plan Renewal,2018-12-25 10:18:32,Poland,12
242,3197,New Sub,2020-02-04 02:45:16,Belgium,11
243,2229,SIM Change,2018-12-07 23:44:42,The Netherlands,0
244,3198,New Sub,2020-08-28 08:14:11,Austria,8
245,1154,Plan Renewal,2018-01-12 20:07:18,Belgium,10
246,3115,Plan Renewal,2019-06-05 10:26:45,The Netherlands,14
247,2205,Data Add-on,2018-05-24 11:57:08,Germany,8
248,1188,Plan Renewal,2021-11-13 14:59:43,Poland,14
249,196,Plan Renewal,2018-09-20 02:05:01,The Netherlands,12
250,3199,New Sub,2020-09-06 04:05:37,The Netherlands,5
251,881,Plan Renewal,2021-06-25 12:29:59,Austria,8
252,1962,Plan Renewal,2020-08-13 10:07:14,Poland,1
253,1757,Plan Renewal,2020-02-02 16:18:24,France,0
254,3200,New Sub,2019-03-07 00:09:55,France,4
255,259,Plan Renewal,2018-04-01 08:30:47,Germany,0
256,23,Plan Renewal,2018-12-08 17:25:51,Austria,9
257,2332,Plan Renewal,2021-03-19 10:06:23,France,13
258,53,Plan Renewal,2018-03-13 22:38:44,Belgium,14
259,3201,New Sub,2021-03-09 23:05:32,Austria,2
260,79,SIM Change,2018-08-11 04:53:28,The Netherlands,13
261,695,Plan Renewal,2020-10-18 15:38:25,Belgium,14
262,1583,Data Add-on,2019-03-22 02:51:10,Poland,12
263,2208,Plan Renewal,2019-06-23 15:48:35,Germany,12
264,606,Plan Renewal,2018-09-11 12:23:38,France,1
265,484,Plan Renewal,2020-05-26 17:51:25,Belgium,0
266,2122,Plan Renewal,2021-06-04 14:39:20,Poland,6
267,3202,New Sub,2020-06-06 13:02:25,Austria,8
268,2379,SIM Change,2019-09-19 04:18:59,France,15
269,964,New Plan,2021-01-08 13:27:11,Germany,5
270,3012,Plan Renewal,2021-07-17 19:45:33,Germany,9
271,1493,Plan Renewal,2021-03-28 03:31:01,Poland,8
272,1130,Plan Renewal,2019-06-29 01:17:38,France,12
273,3203,New Sub,2018-02-22 04:12:54,France,0
274,17,Plan Renewal,2021-12-27 15:36:44,The Netherlands,9
275,1017,Plan Renewal,2020-07-23 16:36:16,The Netherlands,12
276,3204,New Sub,2021-08-21 14:23:12,France,9
277,1161,New Plan,2019-03-03 23:07:00,Poland,10
278,1296,Data Add-on,2019-09-11 07:49:30,Austria,9
279,152,Plan Renewal,2020-04-04 16:37:20,Austria,9
280,203,Plan Renewal,2018-05-02 02:02:07,Belgium,0
281,3205,New Sub,2018-09-15 21:15:02,France,13
282,2818,Plan Renewal,2020-08-06 05:35:26,France,2
283,3206,New Sub,2021-12-02 07:16:59,France,13
284,3207,New Sub,2020-10-21 08:28:44,Belgium,6
285,1391,Plan Renewal,2019-12-12 19:59:16,France,5
286,805,Plan Renewal,2020-08-23 18:17:23,France,0
287,880,Plan Renewal,2021-12-11 09:54:02,France,11
288,1449,Plan Renewal,2021-04-22 04:39:36,Germany,14
289,3022,Plan Renewal,2019-06-25 06:36:31,Belgium,14
290,654,Plan Renewal,2021-04-21 18:21:52,France,1
291,384,Plan Renewal,2020-07-06 23:59:04,Germany,13
292,2699,Plan Renewal,2018-02-01 14:25:21,The Netherlands,0
293,2625,Plan Renewal,2021-11-20 23:26:16,France,4
294,1627,Plan Renewal,2020-03-20 07:05:55,The Netherlands,10
295,2639,Data Add-on,2018-11-21 05:00:13,The Netherlands,11
296,147,Plan Renewal,2021-04-24 16:32:56,The Netherlands,7
297,216,Plan Renewal,2020-12-23 12:26:47,France,12
298,358,Plan Renewal,2019-10-30 18:06:14,The Netherlands,3
299,1588,Data Add-on,2020-10-26 08:10:19,Germany,3
300,3208,New Sub,2018-10-08 12:06:58,France,11
301,1737,Plan Renewal,2019-06-12 15:00:31,France,9
302,1312,Data Add-on,2020-12-07 04:51:26,Poland,11
303,3209,New Sub,2019-02-25 02:43:07,Poland,1
304,1038,Plan Renewal,2020-12-24 22:47:13,France,5
305,671,Plan Renewal,2018-03-01 14:26:40,Austria,9
306,1364,Plan Renewal,2021-08-05 22:52:20,Belgium,3
307,3210,New Sub,2018-09-10 11:50:06,France,12
308,298,Plan Renewal,2018-12-10 21:37:46,Germany,6
309,742,Plan Renewal,2019-06-21 07:18:12,Austria,3
310,1924,Data Add-on,2018-03-17 14:45:52,Germany,13
311,582,New Plan,2020-09-18 05:26:55,France,6
312,664,Plan Renewal,2021-04-22 10:25:45,France,5
313,2428,Plan Renewal,2020-11-02 15:52:43,The Netherlands,6
314,2340,Plan Renewal,2020-11-06 02:33:45,The Netherlands,11
315,2304,Plan Renewal,2018-12-28 16:52:47,France,6
316,3211,New Sub,2021-08-20 10:31:45,Austria,4
317,1144,Plan Renewal,2020-11-03 07:45:38,Poland,13
318,1121,Plan Renewal,2021-10-24 05:33:00,Germany,12
319,127,Plan Renewal,2018-08-15 09:59:25,France,3
320,1116,New Plan,2020-05-22 14:38:14,Belgium,2
321,3212,New Sub,2018-05-08 17:49:56,Poland,1
322,3213,New Sub,2018-09-02 03:09:48,France,10
323,3214,New Sub,2018-06-21 12:36:10,The Netherlands,4
324,3215,New Sub,2019-08-27 07:25:22,Belgium,8
325,1308,Plan Renewal,2019-11-24 09:55:22,The Netherlands,3
326,3216,New Sub,2018-09-06 22:36:40,The Netherlands,3
327,1800,Plan Renewal,2019-07-27 09:33:43,Germany,15
328,1295,Plan Renewal,2021-03-22 22:13:00,Germany,3
329,3083,Plan Renewal,2020-03-12 18:22:27,Germany,8
330,3217,New Sub,2020-02-16 17:15:58,France,11
331,1595,Plan Renewal,2020-12-26 00:50:54,Germany,1
332,907,Data Add-on,2019-07-15 10:20:46,France,0
333,3218,New Sub,2019-07-02 19:06:45,Austria,5
334,2719,Plan Renewal,2020-11-17 11:43:02,The Netherlands,10
335,144,Plan Renewal,2018-05-08 05:38:21,Poland,15
336,3070,Plan Renewal,2019-10-18 14:18:39,Germany,12
337,268,Data Add-on,2019-02-25 03:47:10,Belgium,15
338,3219,New Sub,2020-12-24 11:34:50,France,14
339,3220,New Sub,2019-02-01 13:57:34,Germany,13
340,1255,Plan Renewal,2021-06-30 07:30:20,Germany,13
341,2437,Data Add-on,2021-09-27 02:03:21,Germany,4
342,2879,Plan Renewal,2019-04-04 13:29:51,Belgium,13
343,271,Plan Renewal,2018-10-23 20:54:31,Belgium,7
344,341,Plan Renewal,2018-05-01 16:31:54,Poland,4
345,2219,Plan Renewal,2020-07-01 10:16:30,Poland,3
346,607,Plan Renewal,2021-08-22 21:04:47,France,15
347,2464,Plan Renewal,2021-07-05 10:25:22,Poland,8
348,1822,Plan Renewal,2020-04-09 17:48:31,France,2
349,2461,New Plan,2021-02-06 21:54:52,Germany,0
350,3132,Plan Renewal,2020-04-10 07:59:16,Poland,2
351,2484,Plan Renewal,2018-03-10 15:54:54,The Netherlands,6
352,2748,Plan Renewal,2021-12-26 06:05:36,Germany,9
353,848,Plan Renewal,2018-08-02 21:26:51,Germany,13
354,1441,New Plan,2021-01-23 02:00:33,Germany,11
355,2296,Plan Renewal,2018-09-28 12:30:17,Belgium,11
356,1260,Plan Renewal,2018-05-10 16:55:21,Germany,1
357,2216,New Plan,2021-09-18 09:01:59,Austria,13
358,1711,Plan Renewal,2021-12-08 05:07:51,Poland,1
359,113,Plan Renewal,2020-05-12 04:57:32,The Netherlands,13
360,161,Plan Renewal,2019-09-04 18:03:58,Germany,13
361,3221,New Sub,2020-11-26 19:16:14,France,8
362,1894,Data Add-on,2020-03-25 16:54:49,Germany,6
363,2602,Plan Renewal,2019-07-05 22:43:48,The Netherlands,5
364,538,Plan Renewal,2021-04-15 16:59:19,The Netherlands,5
365,1284,Plan Renewal,2018-03-22 05:16:37,Belgium,4
366,3222,New Sub,2019-03-10 05:43:53,France,1
367,3223,New Sub,2018-03-18 09:10:24,France,1
368,2074,Plan Renewal,2021-06-05 06:33:52,Austria,7
369,893,Plan Renewal,2018-04-11 20:47:12,Poland,0
370,35,Plan Renewal,2021-08-10 06:39:02,Germany,7
371,3224,New Sub,2019-02-27 22:27:01,Germany,4
372,1520,Plan Renewal,2018-07-31 03:04:00,Germany,1
373,3225,New Sub,2021-02-13 16:13:22,The Netherlands,7
374,847,Plan Renewal,2021-08-22 17:24:21,France,5
375,3151,Plan Renewal,2018-01-12 07:16:28,Poland,1
376,1082,SIM Change,2019-04-15 12:55:00,Germany,7
377,2701,Plan Renewal,2018-02-24 16:36:03,Austria,11
378,3226,New Sub,2021-02-08 02:45:32,Germany,9
379,1876,New Plan,2020-12-25 03:54:53,Germany,15
380,169,Data Add-on,2019-05-22 10:46:47,Poland,1
381,3227,New Sub,2019-09-22 10:50:02,Germany,2
382,2840,Plan Renewal,2020-08-10 12:42:12,Austria,0
383,2097,Plan Renewal,2019-06-12 07:00:52,France,13
384,3228,New Sub,2020-10-31 10:48:20,The Netherlands,11
385,1304,Plan Renewal,2019-03-31 15:07:44,France,13
386,2826,Data Add-on,2018-04-05 20:52:36,France,13
387,3229,New Sub,2021-01-07 03:45:38,The Netherlands,12
388,1986,Plan Renewal,2018-12-01 07:14:56,France,9
389,2392,Plan Renewal,2021-09-20 01:20:38,France,3
390,3230,New Sub,2021-10-25 12:21:15,Austria,10
391,3231,New Sub,2020-02-13 17:00:29,Austria,14
392,1573,Data Add-on,2019-02-17 19:17:21,Germany,6
393,2992,Plan Renewal,2021-04-28 23:54:41,Poland,11
394,2519,Plan Renewal,2019-11-08 10:36:27,Austria,12
395,1068,Plan Renewal,2018-09-24 20:26:06,France,0
396,79,Plan Renewal,2021-12-21 22:19:46,The Netherlands,13
397,750,Plan Renewal,2018-09-26 17:18:00,France,3
398,2847,Plan Renewal,2019-02-02 23:34:38,Germany,11
399,3232,New Sub,2021-12-28 13:02:23,Austria,12
400,298,Plan Renewal,2018-02-18 11:19:04,Germany,6
401,3233,New Sub,2018-11-23 03:06:11,Belgium,9
402,1076,Plan Renewal,2019-07-20 22:17:41,The Netherlands,12
403,2858,Plan Renewal,2021-04-10 10:19:59,The Netherlands,9
404,1644,Plan Renewal,2021-10-26 23:55:06,Germany,5
405,2738,Plan Renewal,2018-10-21 17:36:36,Germany,3
406,3048,Plan Renewal,2018-07-11 19:40:41,Austria,7
407,3234,New Sub,2018-09-13 16:39:16,Poland,5
408,2040,Plan Renewal,2021-08-31 02:56:58,Austria,6
409,1597,Plan Renewal,2020-01-16 04:24:26,Austria,10
410,1416,Data Add-on,2021-03-30 23:12:37,Germany,8
411,209,Plan Renewal,2021-12-09 01:13:54,Austria,0
412,2675,Plan Renewal,2020-06-27 01:57:02,Belgium,1
413,3095,Plan Renewal,2019-02-17 13:38:30,The Netherlands,14
414,1113,Plan Renewal,2021-06-20 06:21:28,Germany,14
415,448,Plan Renewal,2020-01-02 02:19:33,Belgium,3
416,946,Data Add-on,2018-06-27 10:25:33,The Netherlands,14
417,1288,Plan Renewal,2020-10-05 00:19:23,Poland,3
418,603,Data Add-on,2020-09-09 16:34:36,Belgium,15
419,3235,New Sub,2020-09-11 12:15:58,Poland,6
420,710,Plan Renewal,2019-11-03 23:15:59,France,12
421,3035,Plan Renewal,2021-10-29 17:20:12,Poland,11
422,1150,Plan Renewal,2020-04-11 14:58:41,The Netherlands,11
423,2699,Plan Renewal,2020-11-08 14:49:58,The Netherlands,0
424,1753,Plan Renewal,2021-09-16 03:59:41,Poland,5
425,1228,Data Add-on,2018-07-24 03:42:38,Germany,2
426,3236,New Sub,2019-10-07 17:10:29,The Netherlands,6
427,226,Plan Renewal,2018-10-01 11:41:58,Belgium,12
428,595,Plan Renewal,2021-05-02 20:58:56,France,11
429,3237,New Sub,2020-03-11 06:40:36,Poland,5
430,3238,New Sub,2019-09-24 08:32:20,Poland,15
431,385,Plan Renewal,2020-09-13 07:10:20,Germany,13
432,2034,SIM Change,2019-01-11 21:48:23,Belgium,4
433,637,Data Add-on,2020-04-08 18:50:14,The Netherlands,13
434,1437,Data Add-on,2021-12-06 01:23:09,Poland,12
435,689,Plan Renewal,2018-05-13 08:54:01,Belgium,15
436,850,Data Add-on,2021-10-08 07:56:29,Germany,9
437,1456,Plan Renewal,2018-04-26 13:52:22,Germany,3
438,24,Data Add-on,2020-06-30 01:51:32,Germany,5
439,134,Plan Renewal,2019-07-01 12:33:25,Poland,10
440,3013,Plan Renewal,2021-07-20 17:08:05,Germany,8
441,2957,Data Add-on,2018-01-27 11:17:13,Germany,15
442,758,Plan Renewal,2019-02-28 20:35:59,Germany,3
443,848,Plan Renewal,2018-06-16 22:04:54,Germany,13
444,3075,Plan Renewal,2021-07-05 03:25:34,France,14
445,3239,New Sub,2020-06-24 18:12:26,Poland,0
446,3091,Data Add-on,2021-05-17 06:12:08,Austria,5
447,173,Plan Renewal,2018-09-01 12:51:20,Poland,14
448,2480,Plan Renewal,2021-10-22 04:55:08,France,5
