55,1967,SMS,2021-04-04 16:38:44,26
56,5191,SMS,2021-02-04 14:32:09,7
57,1087,Call,2020-02-14 03:12:59,42
58,666,Call,2021-02-03 23:25:49,44
59,1208,SMS,2020-09-13 20:45:54,41
60,2662,Call,2020-11-11 00:36:27,25
61,4125,Call,2021-07-01 06:23:06,24
62,5293,SMS,2020-04-04 00:46:25,46
63,4916,SMS,2021-12-11 02:54:08,11
64,157,Call,2021-10-26 05:45:07,4
65,3550,Call,2021-10-11 07:15:06,42
66,55,Video Call,2020-08-24 06:04:09,40
67,279,Video Call,2021-05-06 08:37:07,18
68,5058,Call,2021-01-31 23:50:57,28
69,679,SMS,2020-11-30 18:43:53,59
70,272,SMS,2021-09-04 17:23:54,39
71,3464,Call,2020-11-14 03:06:27,26
72,16,Video Call,2021-01-12 04:32:25,5
73,2205,Call,2020-09-02 08:28:54,56
74,5208,Call,2021-11-16 04:50:18,28
75,1056,Video Call,2020-07-16 14:13:33,1
76,500,Call,2021-11-08 05:45:13,59
77,1324,Call,2020-10-24 08:35:57,28
78,3688,SMS,2021-10-26 21:13:30,34
79,561,SMS,2021-12-02 03:53:42,49
80,1967,SMS,2021-12-13 07:53:24,37
81,1220,Call,2020-07-17 07:21:33,33
82,1347,Call,2021-01-25 13:06:09,52
83,1317,Video Call,2021-08-11 20:42:34,19
84,525,Call,2021-11-14 21:21:44,12
85,2986,SMS,2020-07-15 13:39:05,30
86,4165,Call,2020-03-25 15:59:20,4
87,5167,Video Call,2021-06-23 13:43:59,58
88,3253,Call,2021-01-21 15:02:40,1
89,14,SMS,2020-02-22 14:03:46,29
90,2186,Video Call,2020-10-18 09:01:42,49
91,605,SMS,2021-10-25 19:17:55,48
92,2539,Call,2020-03-15 15:46:14,55
93,5030,SMS,2020-10-17 09:27:48,18
94,5032,Call,2020-08-19 19:23:47,56
95,2818,Video Call,2021-09-11 16:15:28,43
96,2481,SMS,2021-11-19 07:46:24,39
97,637,SMS,2021-02-02 07:03:04,35
98,5259,SMS,2020-12-16 20:10:16,8
99,5293,SMS,2020-11-18 04:58:37,44
100,164,SMS,2021-05-04 16:58:31,31
101,3191,Call,2020-12-03 06:07:19,26
102,3310,Call,2020-10-04 09:38:33,3
103,3957,Call,2021-03-21 02:53:02,11
104,4031,Call,2020-04-12 14:11:53,49
105,1117,Call,2020-11-05 21:49:47,43
106,1711,SMS,2021-05-07 06:11:42,17
107,2654,Call,2021-03-15 09:33:50,38
108,2588,SMS,2021-10-16 10:05:14,2
109,2476,SMS,2020-04-18 23:32:36,8
110,599,SMS,2020-01-26 04:04:49,44
111,4393,Video Call,2021-02-24 17:18:47,8
112,2857,Video Call,2020-10-03 22:22:28,46
113,2681,Video Call,2021-12-23 05:03:00,55
114,3297,Video Call,2020-12-18 01:51:01,5
115,581,Call,2021-11-02 23:00:29,41
116,3721,Call,2021-12-31 06:05:06,32
117,2784,SMS,2021-11-10 02:17:58,16
118,333,Call,2020-02-11 11:19:16,42
119,3608,SMS,2020-10-15 04:11:12,56
120,1644,SMS,2020-10-18 22:07:38,55
121,1778,Call,2020-03-21 16:12:21,14
122,3171,Call,2020-05-08 03:54:27,6
123,5016,Call,2021-01-30 16:05:13,28
124,5267,Video Call,2020-07-15 03:31:30,56
125,2090,Call,2021-01-09 17:20:13,23
126,4411,Call,2020-01-23 20:26:05,3
127,79,Call,2021-09-24 10:15:48,30
128,2837,Call,2021-12-28 21:50:47,21
129,499,Call,2021-06-13 08:27:31,38
130,3949,Call,2021-03-07 15:11:04,35
131,3538,Call,2020-05-11 21:24:11,34
132,3717,Call,2021-08-11 17:06:08,14
133,3051,SMS,2020-09-23 20:08:15,27
134,1192,SMS,2020-05-18 18:49:19,7
135,1102,SMS,2020-08-08 10:37:18,2
136,4010,Call,2020-04-09 20:12:46,45
137,2353,SMS,2020-02-11 17:32:46,25
138,1506,Call,2020-11-30 03:56:03,4
139,3839,Call,2021-02-16 11:05:04,13
140,4277,Call,2021-11-13 17:10:53,5
141,4625,SMS,2021-12-12 07:51:51,47
142,600,Call,2020-03-20 22:11:47,6
143,4472,Call,2021-12-17 20:10:13,59
144,2857,SMS,2021-03-19 11:26:35,41
145,2736,Call,2020-05-25 19:46:15,8
146,1785,SMS,2020-10-28 05:38:07,27
147,2306,Call,2020-04-11 22:49:54,23
148,4363,Call,2021-06-07 11:47:08,12
149,4112,Video Call,2021-08-25 20:01:20,40
150,1794,Video Call,2020-12-29 06:45:10,7
151,5289,Call,2020-05-26 05:09:53,7
152,556,Video Call,2020-03-23 22:18:42,33
153,4192,SMS,2021-04-02 18:52:50,27
154,2225,Call,2021-12-15 18:03:01,10
155,3253,SMS,2020-05-30 18:10:13,34
156,1270,SMS,2020-12-02 01:44:26,31
157,2752,Call,2021-12-12 00:25:11,7
158,3661,Video Call,2021-07-19 07:17:53,30
159,5060,SMS,2021-09-16 22:04:35,4
160,2553,SMS,2020-02-02 02:51:45,41
161,2703,Call,2020-03-13 00:32:10,41
162,4153,SMS,2021-07-23 06:11:43,52
163,2957,Call,2021-10-11 06:09:13,17
164,4987,SMS,2020-04-06 06:59:07,12
165,3609,Call,2021-06-06 01:37:34,46
166,1329,Call,2020-10-17 17:08:10,59
167,4747,Call,2020-05-16 17:55:13,24
168,3072,Call,2020-02-03 11:40:47,57
169,2456,Call,2020-07-10 19:05:40,50
170,3881,Call,2020-04-17 13:51:52,33
171,965,Call,2021-02-23 10:57:36,10
172,485,SMS,2020-07-02 14:17:43,13
173,2637,SMS,2021-08-04 11:55:35,13
174,3741,SMS,2020-01-14 18:26:19,28
175,138,Call,2020-03-12 10:25:07,33
176,952,Call,2021-01-15 12:27:26,56
177,2717,SMS,2020-12-31 20:07:51,7
178,2368,SMS,2020-08-11 09:28:30,33
179,1839,Call,2021-01-29 13:40:23,56
180,4475,Call,2021-02-03 00:07:08,25
181,3625,SMS,2021-02-13 06:12:43,5
182,1006,Call,2021-09-13 06:08:04,50
183,5059,Call,2021-05-14 08:48:24,42
184,439,Call,2021-09-07 23:49:09,21
185,4025,SMS,2021-04-10 22:34:29,40
186,994,SMS,2021-07-02 00:55:20,29
187,445,Call,2021-08-05 16:20:18,38
188,133,Call,2021-11-27 16:04:15,16
189,2342,Call,2021-07-11 21:59:39,49
190,2609,Call,2021-07-18 19:46:40,47
191,2599,SMS,2021-03-17 01:32:29,5
192,4356,SMS,2020-11-30 14:10:51,7
193,4332,SMS,2021-09-10 18:51:28,54
194,469,Video Call,2020-02-19 23:20:05,47
195,1828,SMS,2022-01-08 12:42:52,17
196,1390,Call,2020-09-16 02:48:21,33
197,3805,Call,2020-10-29 18:32:24,24
198,2626,Call,2021-11-04 21:09:31,1
199,246,Call,2021-01-07 12:04:35,25
200,244,Call,2021-11-22 17:10:11,53
201,417,SMS,2021-02-04 03:58:08,34
202,4352,Video Call,2020-08-04 14:14:38,31
203,3115,Call,2020-04-10 12:28:22,20
204,4012,Call,2021-08-28 19:12:17,46
205,2523,Call,2020-02-12 17:56:18,17
206,3094,Call,2021-03-19 18:24:01,46
207,1225,Video Call,2020-07-17 20:10:28,19
208,4040,SMS,2020-11-09 09:46:16,4
209,3295,SMS,2020-09-28 21:56:52,20
210,248,Call,2021-04-11 20:53:33,43
211,5021,SMS,2020-02-02 18:11:28,11
212,2485,SMS,2021-10-26 04:55:57,60
213,4579,SMS,2020-11-04 07:23:22,21
214,1214,Call,2020-05-21 21:22:41,4
215,4496,SMS,2021-07-10 14:57:28,55
216,38,SMS,2020-04-01 01:13:58,57
217,3941,Call,2021-08-12 17:12:13,10
218,1916,SMS,2021-01-22 13:20:17,58
219,3720,Video Call,2021-12-27 18:28:34,18
220,5355,SMS,2020-12-01 17:55:22,20
221,3427,Call,2020-02-22 12:38:15,3
222,2022,Call,2021-07-10 09:27:06,50
223,3213,SMS,2021-02-11 00:41:31,43
224,3755,Call,2021-12-08 05:12:52,39
225,3770,Call,2020-12-02 15:53:01,15
226,2132,SMS,2020-08-22 08:29:01,1
227,2466,SMS,2020-09-19 23:46:23,56
228,488,SMS,2021-04-18 22:11:00,11
229,4978,Call,2020-12-12 23:03:19,43
230,4958,SMS,2020-07-08 05:36:34,9
231,4479,Call,2021-09-23 06:22:28,34
232,3641,SMS,2021-12-16 13:24:56,16
233,3773,Video Call,2020-07-30 10:30:01,34
234,2172,Call,2020-02-15 11:43:06,22
235,1330,Call,2020-09-05 08:15:25,12
236,2165,SMS,2020-07-26 03:13:25,7
237,3712,SMS,2021-12-01 15:28:59,4
238,4512,Call,2020-05-27 03:10:38,34
239,5365,Call,2021-12-03 21:38:22,20
240,561,SMS,2021-03-03 05:48:47,5
241,1150,Call,2020-10-15 06:14:25,7
242,2751,Call,2020-02-29 19:13:55,36
243,5119,SMS,2021-05-18 20:45:20,41
244,807,Call,2021-12-14 07:55:22,33
245,1646,SMS,2020-01-17 04:36:14,32
246,1681,SMS,2021-03-29 17:16:09,8
247,1585,Call,2020-09-19 17:25:12,29
248,4073,SMS,2021-12-08 03:44:30,30
249,4215,SMS,2021-08-26 15:26:35,11
250,1851,Video Call,2020-10-12 19:19:57,59
251,4150,Call,2020-09-30 19:14:26,7
252,3305,SMS,2020-08-17 05:44:21,12
253,2386,SMS,2020-06-11 02:02:15,23
254,901,Call,2020-06-19 19:13:41,8
255,863,Call,2020-11-09 05:59:40,15
256,4070,SMS,2021-02-19 19:04:29,50
257,4310,SMS,2020-11-06 04:33:47,14
258,5301,Call,2020-02-02 06:37:17,31
259,2602,SMS,2021-01-07 08:46:32,18
260,2140,Call,2020-08-26 15:33:27,9
261,4735,SMS,2020-01-23 16:44:39,15
262,5087,SMS,2021-12-25 09:47:26,33
263,1617,SMS,2021-08-09 15:38:03,31
264,869,SMS,2021-07-15 20:54:17,37
265,2236,Video Call,2020-06-08 09:51:31,46
266,460,SMS,2021-08-07 18:12:18,36
267,3233,Call,2020-07-15 19:50:56,36
268,298,SMS,2021-09-22 18:27:46,9
269,3896,Call,2021-02-10 14:42:31,20
270,2096,Call,2021-07-26 05:50:13,27
271,1412,Call,2020-01-27 15:34:59,26
272,3324,SMS,2021-12-12 09:11:03,44
273,4386,SMS,2021-11-18 04:44:44,2
274,1458,SMS,2021-06-26 17:20:08,23
275,5002,SMS,2020-12-17 10:26:52,57
276,4831,Call,2020-12-22 00:35:28,35
277,477,Call,2021-09-20 11:22:16,1
278,1290,SMS,2021-10-23 19:53:21,29
279,5012,SMS,2020-01-23 00:32:49,21
280,583,SMS,2020-06-02 07:32:05,2
281,808,SMS,2020-12-03 23:50:42,47
282,3597,Call,2021-11-16 11:21:19,5
283,1776,Call,2021-06-17 11:34:50,7
284,4420,SMS,2021-07-10 00:47:11,12
285,2742,SMS,2021-03-11 04:09:30,12
286,3483,Call,2021-02-13 10:36:46,54
287,3605,Call,2021-09-24 02:48:37,28
288,1375,SMS,2021-03-11 14:02:33,9
289,5431,SMS,2020-02-13 04:42:02,57
290,4918,SMS,2021-10-11 09:12:00,28
291,1659,SMS,2021-09-17 17:25:23,52
292,1498,Call,2020-11-19 07:08:56,53
293,2648,Video Call,2021-10-22 18:31:57,9
294,1353,SMS,2021-12-10 21:36:36,28
295,3103,Video Call,2021-07-07 19:07:13,31
296,3710,SMS,2021-01-06 23:25:41,18
297,3560,Call,2021-06-11 06:58:22,16
298,2993,Video Call,2021-11-26 20:19:21,47
299,1347,Call,2021-12-28 02:38:20,25
300,1055,Call,2021-01-15 19:29:59,26
301,933,Call,2020-06-06 00:25:21,48
302,1670,Video Call,2021-08-27 01:32:06,53
303,751,SMS,2020-07-16 17:36:52,24
304,2599,Call,2020-09-19 12:57:16,9
305,2308,SMS,2021-08-17 11:41:04,7
306,5173,SMS,2020-01-18 01:38:11,10
307,2749,SMS,2020-06-18 06:14:23,41
308,2802,Call,2021-03-05 15:03:25,23
309,5353,SMS,2020-09-03 03:00:12,55
310,2805,Call,2020-12-17 22:32:12,19
311,2613,SMS,2021-09-17 08:31:01,30
312,4974,Call,2021-03-17 03:07:27,15
313,490,Call,2020-02-16 16:58:42,53
314,411,Call,2021-02-10 08:22:45,34
315,1605,Call,2020-11-30 08:33:35,27
316,2863,Call,2021-05-30 08:49:46,17
317,4356,SMS,2020-06-26 13:31:02,36
318,54,SMS,2021-03-16 03:04:01,3
319,918,Call,2021-06-28 17:44:56,7
320,1461,SMS,2021-05-29 09:03:50,24
321,1570,SMS,2020-05-26 20:34:12,51
322,3446,SMS,2021-10-12 04:46:48,12
323,4085,Video Call,2020-09-25 08:04:52,3
324,5451,Call,2020-01-16 12:46:14,49
325,404,SMS,2020-11-02 21:46:20,5
326,5002,Call,2020-02-22 08:30:34,11
327,4618,SMS,2021-12-05 20:18:49,4
328,847,Call,2021-02-21 16:19:04,12
329,1763,Call,2021-09-05 09:50:13,18
330,1145,SMS,2020-03-03 16:49:47,39
331,548,Call,2022-01-02 23:19:41,17
332,602,Call,2021-08-31 06:38:14,12
333,1173,Call,2020-02-11 04:15:00,53
334,5220,Call,2020-02-07 22:06:50,16
335,1284,Call,2020-11-14 18:47:06,25
336,3848,Video Call,2021-06-03 21:07:16,13
337,3477,Call,2021-05-23 12:17:16,33
338,2601,SMS,2020-03-17 10:07:22,7
339,1877,Video Call,2021-07-27 04:52:05,46
340,1887,SMS,2020-06-26 21:12:37,54
341,4353,Call,2020-05-07 03:23:14,31
342,4293,Call,2021-02-24 01:58:24,6
343,2042,Call,2020-12-15 02:58:33,1
344,5445,SMS,2021-07-08 04:05:00,10
345,755,SMS,2020-02-27 01:09:14,22
346,2453,Call,2020-09-06 12:26:38,2
347,4172,Call,2021-10-24 07:52:30,28
348,350,Call,2021-03-15 06:27:01,58
349,3310,SMS,2020-03-10 21:11:19,36
350,3799,Call,2020-08-23 15:59:03,21
351,3888,SMS,2020-02-09 23:33:39,13
352,233,Call,2021-10-24 01:29:48,38
353,4016,Call,2020-06-30 18:34:01,13
354,886,Call,2021-03-15 08:31:02,34
355,5039,Video Call,2020-11-19 13:33:29,12
356,1638,SMS,2020-12-09 17:53:46,47
357,3000,Call,2020-11-17 08:38:28,12
358,3104,Call,2020-09-04 14:45:03,56
359,4843,SMS,2021-03-09 00:40:17,28
360,1008,SMS,2021-10-12 17:05:28,55
361,4796,SMS,2021-08-25 12:56:32,20
362,1124,Call,2020-11-25 10:49:07,30
363,789,SMS,2020-07-25 11:26:39,42
364,4997,Call,2020-06-30 15:38:20,45
365,1034,Call,2020-12-25 17:02:08,25
366,4836,Video Call,2021-12-04 08:54:33,41
367,3209,Video Call,2020-01-18 10:05:01,33
368,3878,SMS,2020-06-05 01:28:28,45
369,4238,SMS,2020-08-28 14:44:48,10
370,5345,Call,2021-12-01 15:06:05,1
371,1548,SMS,2021-06-08 13:05:41,16
372,3990,Call,2020-07-28 13:00:24,54
373,4209,SMS,2021-07-25 22:50:12,10
374,2044,Call,2020-01-29 14:53:48,10
375,3555,SMS,2020-04-19 19:33:16,24
376,472,SMS,2020-08-01 14:01:39,58
377,2817,Call,2020-12-03 15:33:24,58
378,4353,Call,2020-03-19 18:52:42,34
379,4244,Call,2021-02-23 11:53:51,24
380,4391,Call,2020-04-05 04:27:38,29
381,5412,SMS,2020-01-15 18:19:29,51
382,5047,Call,2020-11-03 13:20:35,9
383,4649,SMS,2020-12-14 16:45:12,49
384,28,SMS,2020-02-25 09:09:22,60
385,1680,Call,2020-06-12 15:18:51,23
386,3377,Call,2020-11-17 12:44:05,51
387,4785,Call,2021-11-14 03:00:43,37
388,3457,SMS,2020-03-13 09:51:13,4
389,189,SMS,2021-05-29 10:23:17,49
390,4496,Call,2020-05-28 11:47:03,36
391,264,Call,2020-07-21 07:56:13,43
392,3564,SMS,2021-07-30 08:26:13,49
393,1692,Call,2021-10-29 21:50:24,13
394,4381,Call,2021-05-30 08:03:54,51
395,2879,Call,2020-12-31 02:50:23,18
396,3968,SMS,2020-07-31 09:47:05,36
397,1630,Call,2020-03-23 22:54:00,14
398,4130,SMS,2021-09-23 08:05:06,13
399,1468,SMS,2021-09-15 06:40:00,34
400,608,Call,2020-05-16 19:05:27,41
401,5332,SMS,2021-08-08 02:09:23,17
402,2475,SMS,2020-04-12 07:07:27,11
403,2324,Call,2021-04-18 12:55:53,49
404,1674,SMS,2021-01-11 20:04:27,28
405,1443,SMS,2021-01-12 04:22:12,46
406,79,SMS,2021-01-26 01:40:07,24
407,3630,Call,2020-12-08 19:03:16,40
408,304,Call,2020-01-22 22:23:22,14
409,4867,Video Call,2020-12-01 19:05:02,43
410,826,SMS,2020-07-25 14:03:50,20
411,5015,SMS,2020-03-22 19:41:18,24
412,1857,Call,2020-04-15 23:04:32,24
413,4633,Video Call,2021-06-16 01:17:48,4
414,670,Call,2020-05-04 19:53:19,39
415,4137,SMS,2020-01-18 14:53:51,38
416,4242,Call,2020-09-02 22:36:03,57
417,3908,Call,2020-07-03 12:24:26,47
418,3971,SMS,2020-11-16 12:51:10,51
419,3825,SMS,2021-08-04 09:49:25,32
420,358,Call,2021-11-16 13:23:02,37
421,4877,SMS,2020-06-24 04:24:45,17
422,3279,Call,2020-10-05 14:04:52,46
423,1203,Video Call,2020-03-27 06:24:23,48
424,2562,Call,2021-07-25 19:59:30,17
425,4182,SMS,2021-01-15 23:35:23,26
426,5406,SMS,2021-08-01 19:33:49,52
427,1057,Call,2020-04-14 06:08:57,6
428,962,Video Call,2021-03-04 22:57:35,21
429,2237,Video Call,2020-05-14 03:45:04,10
430,5249,Call,2020-09-25 00:41:55,34
431,1540,SMS,2021-06-17 03:35:44,35
432,504,Video Call,2021-03-16 06:26:58,19
433,2706,Call,2020-04-06 21:17:36,24
434,4616,SMS,2020-10-14 15:59:07,1
435,5400,Call,2020-06-28 14:00:55,18
436,878,Video Call,2021-12-22 02:21:52,48
437,2066,Call,2020-07-28 20:08:03,11
438,2810,SMS,2021-01-01 04:56:54,35
439,5480,SMS,2021-01-08 11:59:15,18
440,3829,Video Call,2020-02-07 22:57:22,54
441,3948,Call,2020-01-26 03:58:44,52
442,595,SMS,2020-09-04 00:36:51,46
443,622,SMS,2022-01-06 18:00:17,56
444,352,Call,2020-04-21 00:29:17,50
445,361,SMS,2021-11-18 15:36:42,10
446,484,Video Call,2021-02-16 13:26:14,4
447,4914,SMS,2021-08-17 19:19:44,38
448,3547,SMS,2021-12-12 22:12:57,4
449,4870,SMS,2020-01-10 06:07:43,57
450,5106,Call,2020-09-19 06:24:09,54
451,5464,Call,2020-07-23 23:24:46,37
452,4461,Call,2020-01-29 12:21:52,22
453,1102,Call,2021-10-20 02:36:36,38
454,1308,SMS,2020-02-15 10:30:53,34
455,2696,SMS,2020-05-11 03:57:58,57
456,4197,Call,2020-10-19 16:56:45,1
457,2834,Call,2020-01-14 05:46:28,47
458,3739,Call,2020-10-06 10:19:00,31
459,4171,SMS,2020-01-10 16:23:51,52
460,4194,Call,2020-10-13 05:34:45,45
461,833,Call,2021-07-23 00:27:40,46
462,821,Video Call,2020-08-13 02:15:56,20
463,2660,Call,2020-03-23 12:13:26,39
464,231,SMS,2021-04-27 16:47:04,5
465,2710,SMS,2021-01-28 22:06:58,37
466,523,SMS,2020-07-17 09:56:55,38
467,4210,Call,2021-07-13 05:31:15,2
468,3328,SMS,2020-12-02 15:18:14,40
469,2293,Call,2020-02-28 14:30:13,7
470,5299,SMS,2020-12-08 22:44:58,51
471,2270,SMS,2021-07-19 22:48:44,18
472,5191,Call,2020-03-09 11:05:00,3
473,1375,Call,2021-11-07 22:44:48,27
474,2080,Call,2020-08-22 00:36:13,4
475,1139,SMS,2021-07-31 10:17:50,48
476,1226,SMS,2021-02-01 15:29:20,28
477,1604,Video Call,2021-05-16 17:03:54,46
478,4140,SMS,2020-07-01 06:43:30,4
479,4090,SMS,2020-12-10 00:06:22,45
480,5031,SMS,2021-01-31 17:23:14,42
481,5286,SMS,2020-05-12 10:04:53,60
482,2186,Call,2020-06-25 21:53:08,53
483,1672,SMS,2020-08-06 16:27:03,31
484,4613,Call,2020-04-22 01:45:40,37
485,2285,SMS,2021-03-18 09:44:33,1
486,4304,Call,2021-04-03 11:52:42,52
487,1354,Call,2021-12-28 13:32:29,25
488,1459,SMS,2021-08-16 17:06:48,51
489,5365,Call,2020-05-20 14:20:47,32
490,708,Call,2020-07-17 06:09:35,23
491,619,Call,2020-05-29 12:44:45,15
492,3865,Video Call,2020-01-24 19:28:04,8
493,3622,Video Call,2021-11-20 12:55:34,36
494,1774,Call,2021-03-30 14:34:50,52
495,1967,SMS,2022-01-06 06:48:11,35
496,3346,Call,2021-11-08 11:35:53,33
497,2538,SMS,2021-07-17 12:12:10,29
498,1206,Call,2021-04-26 09:38:27,29
499,341,Call,2020-08-08 08:18:05,44
500,2843,Call,2020-12-04 04:27:41,45
501,227,SMS,2020-11-04 15:32:07,56
502,3449,SMS,2021-07-10 08:52:21,15
503,4178,Call,2020-07-10 18:40:33,5
504,2708,Call,2020-12-13 11:59:33,36
505,372,SMS,2020-04-12 00:14:11,42
506,1989,Video Call,2020-09-08 09:29:22,38
507,452,SMS,2021-09-03 23:14:32,36
508,1462,SMS,2020-08-29 22:10:50,26
509,3658,SMS,2021-12-26 03:56:09,43
510,1106,SMS,2021-01-09 07:25:44,60
511,4037,Call,2021-10-30 04:07:02,34
512,3417,Call,2020-02-25 11:18:44,36
513,1837,Call,2021-07-24 08:29:31,31
514,4500,Call,2020-04-28 21:17:17,25
515,47,Call,2020-10-21 22:38:50,56
516,5366,SMS,2020-08-08 02:00:07,4
517,1757,Call,2021-12-26 20:55:19,16
518,3465,SMS,2020-09-15 05:33:21,6
519,999,Call,2021-08-11 19:08:22,28
520,3154,Call,2020-04-26 17:21:07,10
521,5055,Call,2020-05-04 09:58:17,48
522,2831,SMS,2021-11-15 06:01:24,4
523,3333,SMS,2020-11-11 23:25:55,47
524,3567,SMS,2020-12-20 05:54:14,27
525,1382,SMS,2021-05-11 23:42:32,27
526,2103,Call,2021-06-18 18:12:17,13
527,3511,Call,2021-11-13 23:22:46,41
528,4899,SMS,2020-09-06 22:44:18,30
529,2144,SMS,2020-06-19 05:05:55,58
530,2520,SMS,2020-04-24 10:32:19,19
531,4277,Video Call,2020-03-23 23:54:32,51
532,2785,Call,2021-06-02 03:49:49,6
533,4910,SMS,2021-03-27 12:38:30,53
534,398,Call,2021-01-16 09:31:36,27
535,2018,Video Call,2020-02-07 06:47:20,53
536,842,SMS,2021-03-09 03:07:30,54
537,2376,SMS,2020-05-19 18:41:56,45
538,1102,Call,2020-07-09 23:47:34,23
539,3685,SMS,2021-09-24 03:12:14,38
540,3373,SMS,2021-01-31 10:52:53,56
541,4802,SMS,2021-10-24 16:19:01,46
542,473,Call,2021-08-23 13:26:34,14
543,2390,Call,2021-05-07 12:33:21,21
544,225,SMS,2020-07-02 10:19:54,14
545,4263,Call,2021-04-12 21:08:47,2
546,4841,Call,2021-06-28 15:31:43,24
547,767,SMS,2020-07-16 01:25:22,21
548,76,Video Call,2021-11-04 10:30:53,47
549,715,SMS,2021-02-02 06:16:35,46
550,2991,SMS,2021-03-06 04:38:42,22
551,1511,SMS,2020-12-24 14:50:03,43
552,2825,SMS,2021-06-18 10:04:04,8
553,2536,Call,2021-08-06 08:51:25,46
554,3338,Call,2021-06-12 13:36:38,15
555,2699,Call,2020-04-11 03:20:59,34
556,3910,Call,2021-12-31 07:32:10,16
557,783,SMS,2020-12-24 23:10:48,36
558,4127,SMS,2021-03-30 14:42:42,45
559,4692,SMS,2021-12-21 19:12:09,15
560,638,SMS,2021-07-08 06:33:37,37
561,1555,SMS,2021-04-05 07:50:09,44
562,3449,SMS,2021-05-23 22:05:10,25
563,3715,Call,2020-04-25 12:15:42,41
564,1326,Call,2020-02-02 15:20:59,50
565,2055,Call,2020-03-20 08:09:16,35
566,844,Video Call,2020-04-30 20:30:34,44
567,3179,Call,2021-05-12 02:42:16,36
568,3595,SMS,2021-03-11 18:01:51,20
569,3551,Call,2021-09-02 09:05:09,57
570,660,Call,2020-05-08 02:25:44,53
571,4308,Call,2020-10-05 01:30:28,13
572,1651,Call,2020-10-22 05:56:59,57
573,2478,Call,2021-04-17 02:13:18,3
574,5323,Call,2020-09-14 08:00:03,45
575,5297,SMS,2021-10-23 17:41:11,19
576,4968,Call,2020-05-21 05:09:07,6
577,731,SMS,2020-10-26 09:19:53,18
578,751,Call,2020-09-15 11:29:33,2
579,1101,SMS,2020-01-18 23:10:45,36
580,3329,Call,2021-01-23 00:10:59,18
581,1267,SMS,2020-09-15 18:50:22,26
582,326,SMS,2020-12-08 17:38:17,52
583,1311,Call,2020-05-17 19:42:18,14
584,2035,Call,2021-11-09 09:50:01,2
585,715,SMS,2020-09-22 23:14:42,16
586,110,Video Call,2020-07-16 09:21:48,12
587,1592,Video Call,2020-04-04 06:31:14,13
588,5470,Call,2020-05-13 07:56:54,40
589,673,Call,2020-06-23 18:52:36,57
590,3759,SMS,2020-08-24 02:49:46,10
591,3561,SMS,2020-02-20 05:13:37,35
592,164,Call,2020-12-08 02:00:00,15
593,5018,SMS,2021-07-30 08:59:22,44
594,2727,Call,2021-01-05 07:56:16,34
595,5322,SMS,2020-10-08 00:25:30,32
596,4784,Call,2020-10-21 07:01:50,38
